YEAR,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,PER_CAPITA_EXP_ESRD,AVG_RISK_SCORE_ESRD,AVG_DEMOG_SCORE_ESRD,PERSON_YEARS_ESRD,PER_CAPITA_EXP_DIS,AVG_RISK_SCORE_DIS,AVG_DEMOG_SCORE_DIS,PERSON_YEARS_DIS,PER_CAPITA_EXP_AGDU,AVG_RISK_SCORE_AGDU,"AVG_DEMOG_SCORE_ AGDU",PERSON_YEARS_AGDU,PER_CAPITA_EXP_AGND,AVG_RISK_SCORE_AGND,AVG_DEMOG_SCORE_AGED/NON-DUAL,PERSON_YEARS_AGND
2022,ALABAMA,AUTAUGA,01,000,79216.61,0.98149,0.97636,30.67,8568.43,0.89345,0.89906,434,15333.51,0.96481,1.00492,93.42,10425.99,1.03175,1.04021,2843.67
2022,ALABAMA,BALDWIN,01,010,80017.74,0.9268,0.97883,105.42,10004.12,0.90886,0.90438,1481.5,20698.77,1.01708,1.00998,436.58,11082.4,0.99257,1.00462,18124.17
2022,ALABAMA,BARBOUR,01,020,77787.71,0.8976,1.01391,29.17,10883.54,0.97992,0.97708,267.33,19844.13,0.85048,1.04827,161.58,10381.92,0.98304,1.04652,1344.92
2022,ALABAMA,BIBB,01,030,79077.19,0.97512,1.01092,17.83,9285.81,0.89219,0.92071,250,14348.53,0.99602,1.04842,133.92,10032.34,1.07535,1.08077,875.17
2022,ALABAMA,BLOUNT,01,040,67133.38,0.95769,1.01884,17.83,10316.08,0.92058,0.90255,440.33,19550.18,0.99389,1.04378,168.92,11294.1,1.06489,1.04904,2709.08
2022,ALABAMA,BULLOCK,01,050,93880.76,1.13887,1.02856,12.42,7055.83,0.74459,0.97596,71.67,21364.85,0.91757,1.10163,84.17,10471.35,0.98607,1.04414,253.75
2022,ALABAMA,BUTLER,01,060,75160.43,0.8697,0.99956,26.17,9020.36,0.86809,0.99117,223.25,15088.05,0.8627,1.06602,151.92,11286.34,1.11804,1.10988,1063.92
2022,ALABAMA,CALHOUN,01,070,81836.84,0.98514,0.9934,90,9551.08,0.88107,0.95571,1597.33,16261.88,1.01279,1.03337,529.25,11234.84,1.11426,1.05585,8238.33
2022,ALABAMA,CHAMBERS,01,080,67402.78,0.92923,1.00836,44.17,8047.87,0.9242,0.95108,540.5,14042.38,0.92129,1.0525,290.42,10273.92,1.08954,1.12554,1874.83
2022,ALABAMA,CHEROKEE,01,090,73256.44,1.06793,0.99912,25.25,10712.16,0.91342,0.97601,461.42,15283.76,0.91484,1.00735,248.25,10635.81,1.06877,1.05099,2103.08
2022,ALABAMA,CHILTON,01,100,71523.52,0.97117,0.99216,18.58,11876.24,0.92576,0.90463,318,18157.88,0.91927,0.96995,119.08,11504.7,1.03797,1.03034,1721.33
2022,ALABAMA,CHOCTAW,01,110,94118.91,0.91374,1.04336,19.92,9659.67,0.7927,0.96564,304.92,16837.64,0.93651,1.02664,179.5,11955.04,1.00624,1.1446,1082.75
2022,ALABAMA,CLARKE,01,120,81817.4,0.92216,1.01329,14.5,7858.54,0.88098,0.92041,315.67,14500.59,0.79884,1.02745,131.42,10319.87,1.03625,1.09648,1285.17
