YEAR,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,PER_CAPITA_EXP_ESRD,AVG_RISK_SCORE_ESRD,AVG_DEMOG_SCORE_ESRD,PERSON_YEARS_ESRD,PER_CAPITA_EXP_DIS,AVG_RISK_SCORE_DIS,AVG_DEMOG_SCORE_DIS,PERSON_YEARS_DIS,PER_CAPITA_EXP_AGDU,AVG_RISK_SCORE_AGDU,"AVG_DEMOG_SCORE_ AGDU",PERSON_YEARS_AGDU,PER_CAPITA_EXP_AGND,AVG_RISK_SCORE_AGND,AVG_DEMOG_SCORE_AGED/NON-DUAL,PERSON_YEARS_AGND
2021,ALABAMA,AUTAUGA,01,000,65037.23,0.96445,0.985,33.58,8353.24,0.91391,0.90515,499.5,20900.1,0.9159,0.99542,103.83,9922.4,1.02633,1.02603,2889.17
2021,ALABAMA,BALDWIN,01,010,76930.05,0.99827,0.98808,101.42,9425.9,0.90157,0.90501,1708.92,19786.99,0.95857,1.00393,472.92,10285.64,1.00018,1.00645,18202.58
2021,ALABAMA,BARBOUR,01,020,69381.14,0.95779,0.98668,40.67,11865.67,0.9852,0.98042,338.42,15833.3,0.91535,1.06692,196.58,9518.15,0.99242,1.05846,1440
2021,ALABAMA,BIBB,01,030,103539.35,1.11969,1.03597,18.58,8936.28,0.86724,0.9204,302.92,15339.14,0.96525,1.02407,148.25,10060,1.08695,1.07665,939.58
2021,ALABAMA,BLOUNT,01,040,69640.88,0.97795,1.007,20.75,9300.06,0.89088,0.89997,502.83,14896.08,0.89411,1.02833,192.92,10548.12,1.07963,1.04672,2837.08
2021,ALABAMA,BULLOCK,01,050,90720.44,0.8752,1.01746,17.58,7808.53,0.85889,1.01788,102.75,15019.14,0.74905,1.06744,91.75,9794.54,0.97803,1.02129,300.33
2021,ALABAMA,BUTLER,01,060,73970.85,1.03792,1.00564,26.42,9426.66,0.89388,1.00104,353.58,15441.25,0.91495,1.05145,228.58,10377.41,1.08834,1.09835,1228.25
2021,ALABAMA,CALHOUN,01,070,73760.23,0.99765,0.98508,112.58,9559.29,0.89138,0.95945,1996.75,15597.59,0.96568,1.02861,621.75,10422.06,1.10542,1.05243,8789.83
2021,ALABAMA,CHAMBERS,01,080,63911.69,0.93424,1.01824,50.92,8737.89,0.89415,0.96184,651.58,13948.3,0.90124,1.05045,328.33,10031.98,1.09916,1.12697,2026.58
2021,ALABAMA,CHEROKEE,01,090,84080.27,1.1336,0.98523,33.92,8737.24,0.86658,0.97225,587.17,14241.65,0.91973,1.0135,267.42,10073.14,1.06324,1.05106,2148.42
2021,ALABAMA,CHILTON,01,100,64496.19,0.96796,0.97004,23.33,10543.25,0.98698,0.91316,378.75,14459,0.98417,0.97683,132.67,12013.39,1.01412,1.03122,1794.5
2021,ALABAMA,CHOCTAW,01,110,68226.82,0.97963,1.01642,22.33,9507.54,0.8356,0.99579,386.67,16331.34,0.92835,1.03123,244.17,10959.72,1.01886,1.15197,1204.42
2021,ALABAMA,CLARKE,01,120,65240.87,0.97076,0.94147,25.83,8515.57,0.87246,0.93544,377.25,13679.34,0.87007,1.01719,155.75,10554.66,1.04884,1.0947,1357.08
2021,ALABAMA,CLAY,01,130,50452.21,0.81265,1.02981,10.42,9635.23,0.78536,0.91644,217.33,14824.15,0.82891,1.06027,154.08,8661.93,0.94877,1.09173,1008.08
2021,ALABAMA,CLEBURNE,01,140,112356.22,0.97104,1.00629,10.92,8600.62,0.8578,0.96515,280.58,15604.75,0.92712,1.0489,151.08,9962.95,1.04702,1.07483,1226.67
2021,ALABAMA,COFFEE,01,150,69459.7,0.97951,1.00639,35.92,9210.17,0.93093,0.94311,659.25,13164.29,0.98475,1.0595,326.92,9626.96,1.07143,1.03552,4038.83
2021,ALABAMA,COLBERT,01,160,85917.65,0.99358,1.01513,42.17,10270.25,0.99466,0.97668,892.17,15243.38,0.94556,1.0239,376.5,10193.5,1.0315,1.06989,4780.33
2021,ALABAMA,CONECUH,01,170,84435.33,0.93201,1.03765,17.08,7026,0.73873,0.97858,381.67,13677.31,0.81478,1.04242,212.58,10845.96,1.00411,1.13451,912.67
2021,ALABAMA,COOSA,01,180,102143.72,1.00001,0.98051,10.92,7449.7,0.75259,0.94105,161.83,14642.67,0.94003,1.0431,53.75,11333.68,1.10228,1.09382,701.75
2021,ALABAMA,COVINGTON,01,190,94626.71,1.09449,1.06529,31.25,11720.2,0.9596,0.99001,698.42,15807.51,0.95021,1.03366,491.83,9985.85,1.08144,1.09691,3267.5
2021,ALABAMA,CRENSHAW,01,200,74501.66,0.78061,0.98588,13.42,10505.87,0.77392,0.98031,182.25,18160.31,0.98962,1.04872,133.08,9487.81,1.06077,1.09301,738.83
2021,ALABAMA,CULLMAN,01,210,73917.43,0.95871,0.97511,52.83,11203.96,1.00471,0.95235,995.42,16018.76,0.96241,1.02296,535.08,10417.1,1.11156,1.05761,6263.08
2021,ALABAMA,DALE,01,220,62408.21,0.90476,0.97012,25.08,9944.6,0.92475,0.95404,707.83,15770.96,0.92423,1.03038,278.75,10269.46,1.08794,1.05423,3418
2021,ALABAMA,DALLAS,01,230,71758.18,0.93581,1.04879,65.58,10136.84,0.95064,1.02862,618.42,16438.17,0.97703,1.02673,465.83,8923.6,0.99631,1.07918,1575.67
2021,ALABAMA,DEKALB,01,240,63604.84,0.91537,0.99109,40.08,9773.92,0.88994,0.98834,1206.08,12776.41,0.87376,1.03448,612,10037.1,1.00805,1.06766,4902.83
2021,ALABAMA,ELMORE,01,250,76755.93,0.94703,0.96708,51.17,9022.3,0.8471,0.90547,744.17,18038.87,0.97475,1.04523,189.75,9681.57,1.02433,1.0044,4870.5
2021,ALABAMA,ESCAMBIA,01,260,73385.46,0.90041,1.04681,33.5,10262.68,0.87478,0.95699,523.75,17074.92,0.95165,1.04778,253.17,10871.64,1.07975,1.09023,2324.33
2021,ALABAMA,ETOWAH,01,270,81052.52,1.00072,1.02293,82.17,10041.57,0.91476,0.98011,1822.92,16651.4,1.00154,1.01644,744,11640.97,1.10453,1.08094,5887.92
2021,ALABAMA,FAYETTE,01,280,82259.89,0.98928,0.99306,9.25,7999.92,0.88621,0.98605,399.5,17097.85,1.02867,1.04404,226.67,9196.98,1.10405,1.10681,1253.25
