YEAR,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,PER_CAPITA_EXP_ESRD,AVG_RISK_SCORE_ESRD,AVG_DEMOG_SCORE_ESRD,PERSON_YEARS_ESRD,PER_CAPITA_EXP_DIS,AVG_RISK_SCORE_DIS,AVG_DEMOG_SCORE_DIS,PERSON_YEARS_DIS,PER_CAPITA_EXP_AGDU,AVG_RISK_SCORE_AGDU,"AVG_DEMOG_SCORE_ AGDU",PERSON_YEARS_AGDU,PER_CAPITA_EXP_AGND,AVG_RISK_SCORE_AGND,AVG_DEMOG_SCORE_AGED/NON-DUAL,PERSON_YEARS_AGND
2016,ALABAMA,AUTAUGA,01,000,72759.87,0.97298,0.96294,52.17,7854.17,0.86983,0.89205,876.92,12754.5,0.96329,1.03132,211.5,8568.47,0.99732,0.98205,4128.17
2016,ALABAMA,BALDWIN,01,010,73213.71,0.96882,0.97904,140.08,8366.26,0.91346,0.9123,3003.25,14577.24,0.98226,0.99166,701.08,8317.58,0.96547,0.98011,20935.33
2016,ALABAMA,BARBOUR,01,020,70120.04,0.96311,1.01958,77.5,7876.09,0.89959,1.0034,921.67,11240.07,0.90053,1.03861,543.17,8674.61,1.00243,1.03395,2423.5
2016,ALABAMA,BIBB,01,030,88712.27,1.01844,1.03696,28.17,7516.23,0.88106,0.91199,626.5,14174.64,1.02719,1.02635,215.58,8476.93,0.9882,1.0173,1465.25
2016,ALABAMA,BLOUNT,01,040,60631.31,0.97397,0.99095,25.5,7481.13,0.89298,0.9025,1032.5,16427.16,1.01918,1.01449,380.83,9011.73,1.01638,0.99772,4216.25
2016,ALABAMA,BULLOCK,01,050,65015.89,0.91131,1.0265,19.42,5815.12,0.75159,0.96279,276.42,14502.46,0.95089,1.04747,189.75,7997.37,0.9661,1.05175,556.08
2016,ALABAMA,BUTLER,01,060,59724.7,0.97874,1.00733,43.42,8010.64,0.89848,1.02196,763.75,14457.8,0.90062,1.05276,422.58,8909.93,1.0499,1.06599,1881.42
2016,ALABAMA,CALHOUN,01,070,74328.81,1.00535,0.98318,177.42,8858.64,0.92887,0.96048,3977,14384.19,0.99606,1.02374,1210.75,8826.98,1.03454,1.02668,12291.08
2016,ALABAMA,CHAMBERS,01,080,65131.42,0.93591,1.01763,72.17,7122.44,0.91808,0.94408,1513.92,10606.95,0.95943,1.02603,655.17,7718.34,1.03766,1.07258,3479
2016,ALABAMA,CHEROKEE,01,090,61377.98,0.9299,0.98661,46.67,7659.84,0.91868,0.94233,1030.83,14237.48,0.94692,1.00174,355.42,9149.02,1.04098,1.02202,2755.08
2016,ALABAMA,CHILTON,01,100,69609.95,0.93684,0.9742,40,8891.61,0.9195,0.90923,700.08,15837.39,1.02889,1.02507,270.83,8884.2,1.01866,1.00251,2779.58
2016,ALABAMA,CHOCTAW,01,110,70424.63,0.97357,1.03624,32.58,7382.84,0.73528,0.98936,744.17,12689.07,0.82613,1.0045,388.75,9106.01,0.97393,1.09532,1748.58
2016,ALABAMA,CLARKE,01,120,77647.46,0.90963,1.02411,40.5,6590.97,0.76119,0.95414,875.5,11519.39,0.84816,1.03242,386.83,8344.77,0.93594,1.03997,2286.08
2016,ALABAMA,CLAY,01,130,85267.27,0.87639,0.98685,17.08,7147.34,0.84766,0.95816,602.17,12309.48,0.98255,1.04351,317.75,8529.14,0.94515,1.0487,1473.42
2016,ALABAMA,CLEBURNE,01,140,101776.84,1.03183,0.9958,13.33,8357.1,0.88856,0.95836,542.67,15405.65,0.94145,1.00555,231.92,8769.58,1.03646,1.04331,1542.5
