YEAR,STATE_NAME,COUNTY_NAME,STATE_ID,COUNTY_ID,PER_CAPITA_EXP_ESRD,AVG_RISK_SCORE_ESRD,AVG_DEMOG_SCORE_ESRD,PERSON_YEARS_ESRD,PER_CAPITA_EXP_DIS,AVG_RISK_SCORE_DIS,AVG_DEMOG_SCORE_DIS,PERSON_YEARS_DIS,PER_CAPITA_EXP_AGDU,AVG_RISK_SCORE_AGDU,"AVG_DEMOG_SCORE_ AGDU",PERSON_YEARS_AGDU,PER_CAPITA_EXP_AGND,AVG_RISK_SCORE_AGND,AVG_DEMOG_SCORE_AGED/NON-DUAL,PERSON_YEARS_AGND
2022,ALABAMA,AUTAUGA,01,000,79216.61,0.96834,0.97673,30.67,8568.43,0.88489,0.89905,434,15333.51,0.95287,1.00492,93.42,10425.99,1.03108,1.04021,2843.67
2022,ALABAMA,BALDWIN,01,010,78187.38,0.91699,0.97893,107.5,10002.77,0.9171,0.90437,1481.33,20723.68,1.01569,1.00982,436.5,11082.56,0.99171,1.00458,18122.33
2022,ALABAMA,BARBOUR,01,020,75839.38,0.87235,1.01091,28.5,10877.4,0.98719,0.97711,267.5,19844.13,0.86245,1.04827,161.58,10430.43,0.9891,1.04693,1345.42
2022,ALABAMA,BIBB,01,030,79049.12,0.96286,1.01133,17.75,9285.81,0.89232,0.9207,250,14348.53,1.00105,1.04842,133.92,10039.49,1.0766,1.08074,875.25
2022,ALABAMA,BLOUNT,01,040,70628.13,0.917,1.00125,18.5,10089.2,0.91264,0.90351,439.67,19550.18,0.99753,1.04378,168.92,11294.1,1.06698,1.04904,2709.08
2022,ALABAMA,BULLOCK,01,050,93880.76,1.11173,1.02894,12.42,7055.83,0.73949,0.97595,71.67,21364.85,0.93646,1.10163,84.17,10471.35,1.0014,1.04414,253.75
2022,ALABAMA,BUTLER,01,060,75160.43,0.87416,0.99993,26.17,9020.36,0.86122,0.99116,223.25,15088.05,0.86478,1.06602,151.92,11286.34,1.11475,1.10988,1063.92
2022,ALABAMA,CALHOUN,01,070,81814.7,0.97377,0.99519,89.17,9556.58,0.88141,0.95554,1597.92,16261.88,1.00842,1.03337,529.25,11236.06,1.11252,1.05585,8238.58
2022,ALABAMA,CHAMBERS,01,080,67275.84,0.92394,1.00833,44.25,8049.12,0.92165,0.95109,540.42,14042.38,0.92279,1.0525,290.42,10273.92,1.09004,1.12554,1874.83
2022,ALABAMA,CHEROKEE,01,090,73256.44,1.0393,0.99949,25.25,10712.16,0.91017,0.976,461.42,15283.76,0.91801,1.00735,248.25,10635.81,1.06775,1.05098,2103.08
2022,ALABAMA,CHILTON,01,100,71523.52,0.96105,0.99253,18.58,11876.24,0.92911,0.90462,318,18157.88,0.92363,0.96995,119.08,11504.7,1.0475,1.03034,1721.33
2022,ALABAMA,CHOCTAW,01,110,94312.84,0.90522,1.03966,19.25,9696.43,0.79355,0.96577,305.25,17054.29,0.94541,1.02677,179.83,11955.04,1.01466,1.1446,1082.75
2022,ALABAMA,CLARKE,01,120,82102.52,0.95079,1.01123,15.08,7689.74,0.86173,0.91996,315,14500.59,0.79744,1.02745,131.42,10324.17,1.03767,1.0965,1285.25
2022,ALABAMA,CLAY,01,130,*,*,*,*,8337.44,0.79551,0.90601,183.83,14468.16,0.92966,1.07358,123.92,9028.03,0.98304,1.10329,915.75
2022,ALABAMA,CLEBURNE,01,140,*,*,*,*,12670.49,0.87549,0.95862,230,16145.03,0.97486,1.0463,132.67,11173.13,1.03769,1.06495,1139.08
2022,ALABAMA,COFFEE,01,150,74615.74,0.97562,1.01747,30.92,10160.6,0.94925,0.92667,569.58,15182.64,0.98081,1.07266,264.5,9838.48,1.04951,1.03429,3844.17
2022,ALABAMA,COLBERT,01,160,68205.76,0.87131,1.02064,34.92,11132,0.96401,0.97261,687.5,19255.11,0.95625,1.03614,338.33,10388.54,1.01419,1.0613,4264.08
2022,ALABAMA,CONECUH,01,170,*,*,*,*,9059.7,0.73018,0.97701,272.33,20590.13,0.81475,1.0435,159.5,11848.96,1.00175,1.13347,839.75
2022,ALABAMA,COOSA,01,180,*,*,*,*,7769.11,0.6893,0.94654,125.33,12665.46,0.91818,1.04788,42.67,11774.25,1.09415,1.07868,632.67
2022,ALABAMA,COVINGTON,01,190,79267.08,1.06628,1.04226,28.17,11615.85,0.99276,0.98111,557.83,17939.54,0.92887,1.04381,418.58,11091.66,1.07878,1.09407,3031
2022,ALABAMA,CRENSHAW,01,200,54064.16,0.84353,1.00369,10.58,12136.26,0.79647,0.97331,133.17,13662.95,0.98614,1.0416,109.33,9579.24,1.03543,1.11405,676.83
2022,ALABAMA,CULLMAN,01,210,80223.47,0.95209,1.00085,46.08,12090.78,1.00957,0.93787,824.58,19136.34,0.95154,1.03149,519.25,10872.5,1.10648,1.06036,5955.92
2022,ALABAMA,DALE,01,220,72961.74,0.99221,0.99461,26.25,9793.59,0.91742,0.95258,571.08,18707.31,0.93902,1.04121,231.5,11778.12,1.09208,1.05266,3152.17
2022,ALABAMA,DALLAS,01,230,74243.98,0.95379,1.01737,51.42,9421.26,0.8521,1.02982,480.17,18914.38,1.02158,1.03238,398.08,8896.86,0.98687,1.08064,1414.67
2022,ALABAMA,DEKALB,01,240,66536.43,0.85223,1.00566,39.08,8710.2,0.89571,0.9748,997.33,13119.35,0.88816,1.03928,555,10188.43,0.99923,1.07221,4574.42
2022,ALABAMA,ELMORE,01,250,67047.86,0.98248,0.97347,47.83,9253.96,0.87375,0.9117,677.08,19343.14,0.96681,1.03824,172.5,10162.57,0.99055,1.00924,4795.5
2022,ALABAMA,ESCAMBIA,01,260,74292.98,0.98061,1.03469,31,9413.79,0.84129,0.95129,446.08,20224.77,0.92285,1.04832,240.33,11169.49,1.04523,1.09188,2213.42
2022,ALABAMA,ETOWAH,01,270,81262.95,0.97713,1.02293,73.67,10227.04,0.93365,0.97249,1497.92,17286.67,0.96053,1.02834,629.42,11849.73,1.08832,1.08325,5530.67
2022,ALABAMA,FAYETTE,01,280,86437.9,1.00367,0.99107,10.83,9330.28,0.83579,0.96776,330.42,16246.25,0.99033,1.05014,199.08,10453.32,1.07717,1.11074,1164.33
2022,ALABAMA,FRANKLIN,01,290,69582.05,0.96111,1.02163,18.42,11935.42,0.94228,1.01861,424.08,17480.52,0.86591,1.04855,293.08,11473.82,1.03612,1.09226,2001.75
2022,ALABAMA,GENEVA,01,300,77811.16,0.87014,0.98819,12.83,9663.03,0.82567,0.95385,371.25,18740.68,0.94284,1.06967,231.17,11101.86,1.03503,1.0833,1851.58
2022,ALABAMA,GREENE,01,310,77425,0.85237,1.05775,17.17,9177.5,0.79341,0.99029,158.92,11047.95,0.86789,1.0115,124.67,8254,0.95957,1.05771,319.25
